,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
10,0.36527,-2.513,34.883,-3,12,9,0,0.13889,235.87,0.16917,0.43696,0.0021218,0.033838,2.0807,0.0035933,0.0071092,0.00093555,-0.0045946,-0.0061038,-0.00093961,0.0054413,0.0081463,0.014251,0.017404,0.038156,0.049469,0.14653,0.14629,0.14114,0.13361,0.12081,0.10598,0.072777,0.98845,0.22669,0.77833,0.099422,0.37667,0.8,0.12774,0.56667,2.2912,1.5246,0.11724,0.10408,0.2
11,1.3093,-2.7131,21.024,-44,44,0,0,0,15.647,0.657,0.69083,0.0013725,1.5159,4.6702,0.023709,-0.017941,-0.026219,-0.024362,-0.009806,0.054619,0.004465,0.039061,0.065794,0.047911,0.015817,0.0037113,0.18657,0.18649,0.18204,0.14309,0.078342,0.031041,0.015667,1.2623,0.10034,0.69479,0.011107,0.67333,0.69333,0.015986,0.063333,0.58891,0.46537,0.0091093,0.0060355,0
12,1.3173,-2.5748,2.809,-14,15,1,0,0,5.7278,0.54691,0.14522,0.00059578,0.065587,2.65,0.021096,0.015406,-0.0030176,-0.012593,-0.0094943,-0.011397,0.0099452,0.051425,0.048065,0.045366,0.006533,0.015461,0.18113,0.18062,0.17158,0.12206,0.07804,0.040752,0.049018,0.53459,0.083609,0.87237,0.024498,0.83,0.87,0.028082,0.083333,0.72106,0.44324,0.017192,0.011571,0
13,2.3909,-1.3095,7.1187,-7,7,0,0,0.076923,33.531,0.36923,0.17509,0.0043613,0.0027621,1.791,0.011299,0.04414,0.050095,-0.0067448,-0.04789,-0.0509,0.014431,0.029586,0.036063,0.032389,0.016361,0.028706,0.17499,0.17419,0.15976,0.1302,0.094233,0.062474,0.046624,0.85107,0.18001,1.0972,0.027788,1.0467,1.0967,0.025327,0.10333,0.53564,0.87193,0.043569,0.021259,0.36
14,2.3716,-0.85528,10.616,1,1,2,0,0,26.36,0.31055,0.1903,0.0031953,-0.14882,1.9096,-0.039331,-0.0090634,0.046121,0.048259,-0.0085629,-0.037422,0.013929,0.036178,0.024499,0.032733,0.017289,0.039466,0.17248,0.17203,0.1581,0.12192,0.097428,0.065392,0.048562,-0.81761,0.10395,1.1145,0.060567,1.0133,1.1133,0.054343,0.22667,1.1107,1.4356,0.077022,0.039404,0.54167
15,1.204,-0.26152,169.86,6,1,7,0,0.2,3505.7,0.032951,3.628,0.11631,0.25811,2.5735,-0.030668,-0.043027,-0.048521,-0.026447,0.030444,0.11822,0.00011637,0.00063371,0.0019471,0.0049998,0.037076,0.092212,0.12937,0.12946,0.12958,0.12937,0.12824,0.12518,0.091818,0.67781,1.1378,1.042,0.58166,0.37,1.175,0.55822,1.99,3.8925,0.38068,0.6104,0.50225,0.44444
16,1.3863,-2.3022,33.025,-5,8,3,0,0,425.24,0.2527,0.30202,0.027325,0.25445,2.4637,-0.039789,-0.035366,-0.015143,0.011714,0.035827,0.042757,0.005238,0.013224,0.013921,0.019241,0.042805,0.063635,0.13702,0.13715,0.13244,0.12003,0.10893,0.098293,0.10806,1.2782,0.22006,0.8042,0.040283,0.75333,0.8,0.050091,0.18667,0.92171,0.84971,0.037888,0.02783,0.15385
17,1.412,-2.6461,5.9714,-22,22,0,0,0,3.0297,0.45095,0.15181,0.0006156,0.28848,2.0066,-0.0084102,0.023637,0.028904,-0.0050196,-0.018545,-0.020567,0.014639,0.064948,0.044498,0.036272,0.0075392,0.023471,0.1934,0.19273,0.17811,0.11321,0.068899,0.034499,0.027795,0.92171,0.046659,1.0123,0.013738,0.97,1.0133,0.01357,0.06,0.26171,0.39183,0.019249,0.011969,0
18,1.5656,-1.637,7.8397,10,1,11,0,0,3.0217,0.54553,0.25119,0.00043483,-0.038507,2.0051,-0.0082265,0.0088363,0.025487,0.011719,-0.012244,-0.025572,0.011868,0.049715,0.069968,0.039658,0.011089,0.0093258,0.19529,0.19499,0.18312,0.1334,0.063437,0.024226,0.013917,1.095,0.088217,1.155,0.097391,0.97333,1.1983,0.084321,0.31333,1.7143,3.0996,0.17477,0.081262,0.86957
19,1.0065,-0.82886,4.1951,37,0,37,0,0.08,33.538,0.78894,0.45877,0.004525,0.76364,2.7109,0.03372,-0.020501,-0.044604,-0.030931,0.0031793,0.059136,0.0019427,0.014442,0.022527,0.012778,0.0020279,0.0047655,0.087073,0.091037,0.09732,0.099392,0.10983,0.16335,0.29352,-0.2114,0.075436,0.58587,0.22369,0.25333,0.46833,0.38181,1.11,14.577,7.4306,0.28525,0.1952,0.63265
20,0.15775,-2.7785,13.02,-20,24,4,0,0.11429,127.25,0.21327,0.22193,0.014099,-0.13934,1.9729,0.0058827,0.028488,0.032274,-0.0017045,-0.032774,-0.032167,0.0061706,0.017048,0.014065,0.013096,0.017836,0.050883,0.15191,0.15168,0.14555,0.1288,0.11509,0.10247,0.085402,0.70926,0.186,0.822,0.099048,0.42333,0.84667,0.1205,0.43667,1.9238,0.33252,0.10521,0.10126,0.058824
21,0.62755,-2.197,10.334,-17,26,9,0,0.21818,306.88,0.23893,0.54099,0.015707,0.43304,2.4446,0.063519,0.029597,-0.011674,-0.042369,-0.035132,-0.0039407,0.0029443,0.0035304,0.018723,0.020574,0.026034,0.049587,0.14674,0.14655,0.14369,0.1403,0.12196,0.10203,0.077354,0.1565,0.16063,0.58515,0.076803,0.26333,0.60333,0.13125,0.37333,3.8654,2.7514,0.077714,0.069816,0.11111
22,1.7806,-0.41895,1.6293,29,1,28,-1,0.025,10.48,0.45217,0.15707,0.0015292,-0.29925,1.7296,-0.025084,-0.033144,-0.0051632,0.018173,0.017596,0.027623,0.0051037,0.026777,0.037061,0.048521,0.025293,0.011294,0.17295,0.17272,0.16762,0.14084,0.10379,0.05642,0.031603,0.30501,0.058213,0.70625,0.17573,0.35,0.69333,0.24882,0.77333,8.518,3.9316,0.23921,0.15841,0.71795
23,1.2384,-3.0065,10.9,-22,22,0,0,0,16.232,0.42034,0.20169,0.0026481,0.79136,2.1057,0.082928,0.041064,-0.017489,-0.036141,-0.03676,-0.033601,0.012126,0.049162,0.043443,0.024477,0.019831,0.02474,0.1823,0.18181,0.1698,0.12086,0.0779,0.055019,0.038534,0.99641,0.068185,0.81775,0.01931,0.78333,0.81333,0.023614,0.08,0.64788,0.42801,0.014082,0.009408,0
24,1.3328,-1.3324,4.7312,5,2,9,1,0,25.391,0.3344,0.1419,0.0017407,0.52325,1.9262,0.02573,0.016535,-0.012231,-0.018856,-0.013081,0.0019028,0.0072632,0.023666,0.021907,0.015878,0.020137,0.027384,0.13456,0.13577,0.13157,0.11457,0.1054,0.11531,0.14658,0.5309,0.099136,0.74395,0.11942,0.59667,0.70167,0.16053,0.45333,4.8445,1.9759,0.085579,0.070213,0.32432
25,1.5818,-2.3134,4.8155,-30,30,0,0,0.11111,12.909,0.38619,0.12969,0.0017676,-2.0813,7.4214,-0.0020847,0.0078421,0.01642,0.02303,0.019958,-0.065166,0.011007,0.036679,0.022214,0.036523,0.022837,0.0083242,0.15251,0.15342,0.14527,0.11439,0.10299,0.087326,0.1065,-0.48061,0.10334,0.61778,0.021415,0.57,0.62333,0.034664,0.08,1.2914,0.65827,0.012123,0.0079359,0
26,1.3041,-2.2886,21.981,-14,14,0,0,0.13158,281.17,0.1319,0.36205,0.0030274,0.36504,1.8023,0.035174,0.035006,-0.00025923,-0.025477,-0.025559,-0.018886,0.0035005,0.0073147,0.0085722,0.014408,0.023101,0.070013,0.1423,0.14209,0.13859,0.13129,0.12322,0.10924,0.086357,0.68177,0.26483,0.76798,0.042846,0.70333,0.765,0.05579,0.13333,1.8533,0.82033,0.022414,0.014778,0
27,0.98602,-1.5016,9.9856,16,0,18,1,0,10.611,0.51588,0.20773,0.00040062,1.1001,4.2387,0.033272,0.0043619,-0.0046805,-0.0074715,-0.0093347,-0.016147,0.018729,0.068973,0.062218,0.032263,0.013537,0.0071531,0.20281,0.20219,0.18351,0.11596,0.054797,0.024547,0.013321,1.0068,0.083237,0.68902,0.13316,0.57,0.63,0.19326,0.38333,6.3755,2.864,0.22362,0.1412,0.7
28,2.1163,-1.6627,1.4697,-10,11,1,0,0.4,8.5465,0.34217,0.076906,0.0013479,-0.20035,1.8691,-0.0044442,0.022269,0.038836,0.023075,-0.02909,-0.050646,0.0147,0.033149,0.031482,0.038279,0.028039,0.023153,0.17334,0.17275,0.1583,0.12568,0.096209,0.062104,0.042817,0.25192,0.062499,0.95964,0.034811,0.88667,0.96,0.036275,0.13333,1.6893,1.5388,0.033145,0.018905,0.12963
29,1.6376,-1.9027,3.4672,-2,4,2,0,0.39286,31.93,0.11951,0.13498,0.0021686,-0.049385,2.0494,-0.029857,-0.013822,0.01035,0.033385,0.01564,-0.015697,0.0040285,0.0045486,0.0074068,0.012568,0.028771,0.073209,0.14023,0.13989,0.13592,0.13152,0.12448,0.11249,0.084941,0.24638,0.13252,0.99048,0.05182,0.84,0.99667,0.052319,0.23,1.1365,1.0332,0.04522,0.025135,0.2963
30,1.395,-2.6541,17.097,-31,31,0,0,0,48.554,0.62186,0.74568,0.0031482,0.51964,2.0778,0.072256,0.03555,-0.0090952,-0.02492,-0.032873,-0.040917,0.002679,0.015799,0.038247,0.033294,0.011047,0.0092369,0.11561,0.11857,0.12212,0.11818,0.10327,0.11612,0.19582,1.0697,0.11914,0.75675,0.012989,0.73667,0.75333,0.017164,0.053333,0.53377,0.43607,0.010855,0.0066005,0
31,2.3136,-1.0233,1.4838,3,0,3,0,0.11765,2.5667,0.36957,0.14951,0.00079363,-0.13677,2.3723,0.0039131,-0.0011808,0.0013711,0.02514,0.0016435,-0.030887,0.0036677,0.0052352,0.0098163,0.029403,0.014542,0.015207,0.082131,0.086084,0.090642,0.10177,0.12472,0.16167,0.27512,0.30309,0.06298,1.5992,0.072106,1.4967,1.59,0.045089,0.24333,0.60716,0.74828,0.085493,0.042774,0.6875
32,0.52481,-2.2782,9.0302,-32,35,3,0,0.022222,32.367,0.37817,0.17717,0.0025905,0.3091,2.4789,0.059992,0.015676,-0.02021,-0.026811,-0.016915,-0.011732,0.0097975,0.021168,0.023953,0.012492,0.018778,0.0094454,0.10819,0.1109,0.10779,0.09993,0.10311,0.14398,0.23046,0.67858,0.14187,0.58533,0.078716,0.53333,0.57,0.13448,0.54667,2.4897,0.6549,0.11532,0.11172,0.045455
33,1.7872,-2.1173,2.319,-12,12,0,0,0,3.1279,0.40905,0.071053,0.00051199,0.1646,1.457,0.019861,0.028347,0.010697,-0.014492,-0.021072,-0.023341,0.033261,0.056846,0.048708,0.035969,0.0094229,0.014043,0.20273,0.20031,0.16734,0.1111,0.063577,0.030499,0.026204,0.5364,0.05625,0.89879,0.025276,0.84333,0.89667,0.028122,0.11333,1.3065,1.1126,0.021728,0.012933,0.017544
34,1.754,-1.2329,3.0253,24,2,20,-3,0,1.8079,0.46966,0.16107,0.00028893,0.10071,1.5796,0.0047485,0.020437,0.014162,-0.007371,-0.016469,-0.015508,0.0071507,0.019155,0.022524,0.024123,0.018167,0.0083741,0.10888,0.11152,0.1108,0.10454,0.10792,0.1359,0.22095,0.49078,0.042544,0.81029,0.082181,0.69333,0.79833,0.10142,0.36333,2.6234,2.8015,0.089715,0.058487,0.57576
35,1.6732,-1.3831,16.307,19,7,24,-1,0,75.185,0.48614,0.36034,0.0082754,2.0639,6.6525,-0.044771,-0.040471,-0.033178,-0.028139,0.0067963,0.13976,0.0083147,0.046447,0.054538,0.042222,0.024328,0.0046629,0.18802,0.18777,0.17949,0.1331,0.078974,0.037801,0.014336,0.78127,0.17563,0.40569,0.037731,0.33333,0.4,0.093003,0.27333,4.3786,5.5871,0.050926,0.039959,0.21127
36,1.1119,-2.6722,19.168,-51,51,0,0,0,74.126,0.46032,0.30802,0.0055121,0.006628,3.599,0.11195,0.036425,-0.0021572,-0.015453,-0.031816,-0.098951,0.0076479,0.013795,0.017785,0.012083,0.0083245,0.0099187,0.082329,0.086362,0.087648,0.091757,0.1099,0.16934,0.3031,0.88522,0.18852,0.53145,0.010199,0.51,0.53,0.019191,0.046667,0.86122,0.5833,0.0078174,0.005356,0
37,0.52452,-1.811,5.5409,0,8,14,3,0.055556,70.716,0.38597,0.31718,0.0045248,0.076241,2.7085,-0.02407,-0.01508,-0.013968,-0.0094838,0.011213,0.051388,0.0063992,0.015784,0.038137,0.040934,0.032595,0.026401,0.16503,0.1647,0.15846,0.14325,0.10589,0.066243,0.036168,0.42672,0.23664,0.76954,0.17614,0.44,0.85667,0.22889,0.75,6.6413,1.2822,0.20914,0.16803,0.45714
38,0.37949,-1.1847,13.663,7,1,8,0,0.3125,80.436,0.39479,0.28539,0.015582,-0.061397,2.1834,0.025338,-0.031266,-0.017127,0.025757,0.0093038,-0.012006,0.012803,0.0252,0.033368,0.022654,0.01332,0.024984,0.14258,0.14364,0.13403,0.11566,0.095506,0.098818,0.13744,0.45647,0.55574,0.82167,0.41983,0.18,0.95167,0.51095,1.0633,7.3347,0.83976,0.23623,0.17775,0.73333
39,0.49983,-1.6629,29.261,0,7,7,0,0.085714,225.97,0.42336,1.2002,0.012068,0.013078,2.1953,0.04908,0.030922,0.0045207,-0.023128,-0.041976,-0.019419,0.0019403,0.013177,0.019241,0.088227,0.015837,0.017609,0.16449,0.16447,0.16261,0.14959,0.1308,0.043348,0.028668,0.9117,0.35463,0.83257,0.22938,0.31,0.93,0.2755,0.70667,7.41,1.8737,0.076338,0.061928,0.23529
40,1.3091,-2.2961,19.237,-22,22,0,0,0,57.149,0.37109,0.21954,0.00311,0.3271,2.2692,0.066356,0.034421,-0.010808,-0.022777,-0.0216,-0.045593,0.017477,0.036257,0.037391,0.017368,0.0092905,0.027259,0.15444,0.15504,0.14023,0.10935,0.084094,0.088838,0.12296,-1.2535,0.22023,0.65054,0.03421,0.6,0.64,0.052587,0.14667,1.8077,1.0811,0.020256,0.011535,0.02381
41,1.3293,-2.4918,6.5525,-74,74,0,0,0,27.322,0.38989,0.10839,0.0017578,0.22347,1.562,0.049659,0.045301,0.0074461,-0.027785,-0.03826,-0.036361,0.036785,0.065857,0.043329,0.037222,0.010503,0.010792,0.20975,0.20756,0.17096,0.10516,0.061928,0.02527,0.014888,0.70298,0.095589,0.61617,0.013739,0.58667,0.61667,0.022298,0.066667,1.4993,1.0062,0.0096716,0.006485,0
42,1.9896,-1.8319,15.242,-9,9,0,0,0,27.786,0.23479,0.10976,0.0037147,0.040939,1.5106,0.046678,0.071409,0.035087,-0.034292,-0.060062,-0.058821,0.03814,0.051542,0.026509,0.020302,0.032761,0.020437,0.19537,0.19359,0.15546,0.10403,0.077593,0.057784,0.026465,-1.1533,0.1874,0.8596,0.027051,0.80333,0.86667,0.03147,0.10667,0.84771,0.71739,0.024145,0.01478,0.03125
43,1.0722,-2.9283,7.0102,-20,22,2,0,0,12.334,0.41629,0.10866,0.0028522,0.48935,1.7109,0.078893,0.05461,-0.0016529,-0.034385,-0.046872,-0.050593,0.042818,0.082216,0.060413,0.023727,0.0064286,0.0069349,0.22239,0.21944,0.17667,0.09651,0.038155,0.014984,0.0093139,0.87599,0.086126,0.66884,0.020611,0.64,0.66667,0.030816,0.10333,0.83055,1.0366,0.027898,0.022762,0.071429
44,1.3863,-1.8938,13.546,2,4,6,0,0.030303,54.782,0.3194,0.25373,0.00143,0.55181,1.956,0.043459,0.030342,-0.0038493,-0.020957,-0.025079,-0.023916,0.0095089,0.02395,0.022667,0.020307,0.020371,0.044078,0.16011,0.15961,0.15018,0.12643,0.10464,0.085323,0.072825,-0.91217,0.13057,0.85758,0.070668,0.70333,0.86,0.082404,0.26667,2.1753,1.1661,0.039432,0.024433,0.21875
45,1.5581,-1.4268,14.809,0,2,2,0,0.125,25.905,0.31869,0.26238,0.0027678,0.19861,2.0501,0.010108,0.061845,0.026774,-0.028772,-0.040463,-0.029492,0.0053857,0.029591,0.020321,0.027289,0.028059,0.056689,0.15825,0.15807,0.15283,0.12351,0.10398,0.077985,0.05803,-0.9464,0.13526,1.0773,0.08612,0.92667,1.0717,0.079941,0.28333,1.0872,0.60336,0.051962,0.029681,0.4
46,0.66866,-2.087,9.9377,-2,8,4,-1,0.034483,25.815,0.41567,0.20875,0.0030261,-0.26227,1.9227,0.012165,0.030234,0.034864,0.0074246,-0.033054,-0.051633,0.011971,0.02922,0.035118,0.024831,0.018147,0.020439,0.1495,0.15038,0.14116,0.11747,0.093429,0.091304,0.11702,1.0248,0.092031,0.93598,0.13875,0.45,0.96333,0.14824,0.60667,2.2007,0.6268,0.20849,0.18709,0.21429
47,1.5454,-2.3135,18.409,-22,22,0,0,0,59.523,0.51013,0.33371,0.001771,0.22928,2.0892,0.044188,0.026528,-0.0011349,-0.022682,-0.022047,-0.024853,0.01316,0.045465,0.054239,0.040077,0.011873,0.016909,0.18782,0.1871,0.17396,0.12854,0.076084,0.037507,0.027263,1.3708,0.14653,0.8269,0.023603,0.77667,0.83,0.028544,0.09,1.2974,1.1327,0.022958,0.015538,0.054545
48,0.58535,-2.3509,13.363,-3,10,7,0,0.30556,82.461,0.070306,0.40232,0.0022051,-0.39256,2.2932,-0.023123,-0.0067403,0.021337,0.018842,-0.0029074,-0.0074091,0.00097975,0.0022986,0.0027258,0.0081658,0.03619,0.052202,0.12788,0.12848,0.12879,0.12907,0.13149,0.13361,0.11812,0.17273,0.23527,0.78935,0.094717,0.37667,0.79333,0.11999,0.73333,1.8857,1.1528,0.15665,0.14604,0.22857
49,0,-2.5642,5.6258,3,0,3,0,0,10.815,0.28954,0.40699,0.0056576,0.19113,3.2436,-0.03524,-0.020882,-0.0090336,0.0042583,0.020537,0.040359,0.0024821,0.0096424,0.02008,0.020458,0.037634,0.044551,0.14647,0.1466,0.14458,0.13583,0.11753,0.1015,0.072647,-0.36407,0.099656,1.3972,0.25888,1.1267,1.3783,0.18529,0.55667,3.6049,0,0.50568,0.020974,1
50,2.0557,-1.7397,1.3136,-2,4,2,0,0.46875,2.2624,0.39968,0.22199,0.0015654,0.29394,1.5076,0.050088,0.044438,0.0056873,-0.032774,-0.038093,-0.029346,0.0031909,0.012723,0.031368,0.043918,0.028764,0.030349,0.1581,0.15792,0.15504,0.14321,0.11376,0.072393,0.049263,0.17048,0.053092,0.85063,0.027791,0.80667,0.84667,0.032672,0.13,0.79598,0.8386,0.02997,0.019519,0.096774
51,1.7584,-0.34806,27.623,76,0,86,5,0.0096154,148.75,0.66391,0.63527,0.0025855,0.90781,4.63,0.029942,0.011066,-0.0011085,-0.0092284,-0.024402,-0.0062687,0.010851,0.048312,0.081851,0.048087,0.0076132,0.0011394,0.19977,0.19957,0.18874,0.14045,0.058673,0.011123,0.0038212,1.0322,0.0885,0.51369,0.14625,0.34667,0.47,0.28471,0.74667,22.377,16.943,0.19393,0.13421,0.66019
52,0.15592,-1.386,11.14,-28,36,8,0,0.24074,182.62,0.41457,0.14324,0.034299,0.53126,2.9502,0.08137,0.14143,0.039439,-0.08792,-0.092108,-0.082213,0.035504,0.065548,0.042884,0.023223,0.0092028,0.0042394,0.18736,0.18603,0.15297,0.092317,0.059241,0.055736,0.085753,0.80629,0.33558,0.51457,0.26526,0.23,0.66833,0.51551,0.63667,27.185,1.5288,0.095089,0.090281,0.09434
53,0.8473,0.040797,21.8,17,0,17,0,0.78571,570.97,0.35371,0.2386,0.10452,0.34113,2.9717,-0.011197,0.010984,-0.00075611,-0.01995,-0.04298,0.0639,0.018969,0.046626,0.030362,0.033075,0.033124,0.010407,0.1866,0.18483,0.16602,0.11949,0.089341,0.056745,0.02441,-0.056648,0.89645,0.94726,1.0472,0.20667,0.58667,1.1055,4.1033,19.346,1.4252,1.4255,1.1693,0.81481
54,1.4558,-2.344,24.408,-41,41,0,0,0.038462,205.7,0.25169,0.24713,0.005257,0.23281,4.1578,0.056404,0.012656,-0.00445,-0.0091857,-0.0098005,-0.045624,0.013265,0.030997,0.025978,0.015168,0.039238,0.034634,0.16779,0.16705,0.15385,0.12357,0.098442,0.084049,0.045966,1.1601,0.20452,0.62519,0.014971,0.59333,0.62333,0.023947,0.07,0.94966,0.73577,0.011716,0.0075511,0
55,1.2528,-0.20899,78.029,13,0,13,0,0.33333,959.92,0.20637,2.8542,0.23146,-0.26445,2.1339,0.03067,0.085923,0.064807,-0.057683,-0.076322,-0.047394,0.00050498,0.0033512,0.01748,0.013463,0.057188,0.042587,0.14442,0.14445,0.14404,0.14088,0.12379,0.11148,0.056357,0.71246,1.1441,1.0376,0.58134,0.34667,0.97667,0.5603,1.6367,6.5003,0.57186,0.74269,0.38553,0.92857
56,1.665,-2.1686,2.0143,-4,4,0,0,0.074074,8.3411,0.34916,0.098728,0.0012916,0.20163,1.7641,-0.035181,-0.021739,0.016491,0.04866,0.017414,-0.025646,0.0082638,0.025135,0.028196,0.018268,0.01208,0.036631,0.16293,0.16221,0.15402,0.12947,0.10232,0.085118,0.075358,0.45298,0.058617,1.0001,0.034087,0.94333,1,0.034083,0.12,0.74337,0.78657,0.035216,0.018377,0.19231
57,1.9363,-1.8947,1.9139,-15,15,0,0,0,7.2784,0.42216,0.086938,0.00063346,-0.27821,2.2398,0.0018344,0.022043,0.018059,0.0012719,-0.019513,-0.023695,0.026032,0.042758,0.039227,0.041572,0.018831,0.016002,0.19028,0.18799,0.16298,0.12176,0.083373,0.043294,0.025911,0.43028,0.098798,0.89387,0.018461,0.85,0.89333,0.020653,0.08,0.49152,0.5258,0.019178,0.01125,0
58,1.7963,-1.7633,3.8838,-14,16,2,0,0.021739,17.235,0.39281,0.1509,0.0011644,0.050678,1.7998,-0.020257,0.0086573,0.039761,0.019889,-0.019454,-0.028596,0.013034,0.030954,0.033916,0.027199,0.03348,0.026066,0.17302,0.1722,0.15925,0.12849,0.094955,0.069148,0.038283,0.51021,0.05387,0.6858,0.028781,0.63667,0.68833,0.041968,0.096667,1.6674,1.2637,0.025347,0.016665,0.066667
59,0.32396,-2.465,8.9415,-37,44,7,0,0.015625,45.965,0.38412,0.59993,0.0015338,0.84259,2.6368,0.040357,0.015509,-0.0088284,-0.01846,-0.020262,-0.0083154,0.0025374,0.012522,0.032104,0.045568,0.040652,0.019748,0.15768,0.15787,0.15581,0.14427,0.11497,0.074247,0.042025,0.22507,0.13419,0.83974,0.11908,0.62,0.83,0.1418,1.1,3.1025,1.2028,0.18057,0.17562,0.095238
60,0.75633,-2.6801,5.3102,-12,12,0,0,0,4.0835,0.38009,0.16057,0.0014358,0.29793,1.8426,-0.028383,0.0053682,0.045613,0.031818,-0.019884,-0.034533,0.013685,0.033969,0.038218,0.035191,0.020162,0.029437,0.17541,0.17478,0.1613,0.12776,0.090397,0.058131,0.041557,0.75419,0.06222,1.049,0.074391,0.93,1.0617,0.070918,0.28333,1.4891,0.69274,0.038701,0.026079,0.16
